date,broker,type,stock,industry,rating,target_price,note
2026-09-09,★未具名法人（工商時報A31權證專欄 原文全篇僅稱法人 無券商名）,內資（依權證專欄慣例推定 ★原文未載）,志聖(2467),半導體設備－封裝/烘烤/壓合設備,買進（★新評/調升/維持皆未載）,750（★前值未載）,工商時報09/09 03:00見報(modified 07:19 A31權證專欄)；★來源警示=券商完全未具名 權證專欄有發行商利益關係 750元不宜視為正式券商目標價；論點=(1)觸媒=台積電年度OIP生態系論壇首站9/23於美國矽谷登場 (2)★需求時點務實=台積電美國AP9廠建廠與設備安裝推進中 但實質設備需求預計2028-2029年才浮現 屬長線題材非近期營收貢獻 (3)★第二催化劑=2028年量產目標的CoPoS 先進封裝由晶圓型CoWoS轉向面板型CoPoS 將使志聖每單位產能設備需求提升逾1倍 (4)★獲利預估=未來三年獲利年複合成長率CAGR達81%；09/08收610(-9 -1.45% 開622高637低605 成交1131張/7.04億 來源CMoney)回算+23.0%(本系統回算)；風險=★★券商未具名且出自權證專欄 ★無EPS無評價倍數無本益比基礎無前值 750元完全無可驗證推導路徑 ★81% CAGR起訖年度未界定(2026-2028或2027-2029 基期年為何皆未載)無法檢驗；★★兌現期偏遠=AP9設備需求指向2028-2029 CoPoS量產目標2028年 兩大論點實質營收貢獻都在兩年以上 目前股價已先行反映；CoPoS是否真能取代/補充CoWoS尚屬產業路線之爭 台積電未公開承諾時程 設備需求提升逾1倍為法人推估未載計算基礎；★本系統歷史待補項有志聖755元券商名與評等文字待查 本次為750元 數字接近但不同 仍無法確認是否同一機構 亦無法判斷是調降5元或另一家獨立估值；09/08收黑-1.45%市場無明顯反應；已做個股摘要 260909_未具名法人_志聖2467.docx；來源ctee 20260909700301-430203 + cmoney 2467
2026-09-09,★未具名法人（工商時報A31權證專欄 原文全篇僅稱法人 無券商名）,內資（依權證專欄慣例推定 ★原文未載）,新應材(4749),半導體特殊化學材料－表面改質劑Rinse BARC EBR,買進（★新評/調升/維持皆未載）,950（★前值未載）,工商時報09/09 03:00見報(同篇 20260909700301 A31權證專欄)；★來源警示=券商完全未具名 權證專欄有發行商利益關係 950元不宜視為正式券商目標價；論點=(1)★核心護城河=晶圓代工客戶表面改質劑Rinse獨家供應商 應用於40奈米以下製程 (2)★量的驅動邏輯=製程複雜化使Rinse產品使用層數與表面積同步增加 帶動單片晶圓用量提升 屬製程微縮＝耗材用量增加的結構性受惠 (3)★近期動能=N2(2奈米)今年下半年進入關鍵放量期 N2專用BARC(抗反射層)與EBR(邊緣去光阻)出貨同步增溫 (4)加上業外轉投資收益 營收與毛利率逐季攀升 今年獲利挑戰歷史新高 (5)2027年多座先進製程廠產能開出延續需求動能；09/08收780(-7 -0.89% 開801高814低780★收在當日最低 成交703張/5.58億 來源CMoney)回算+21.8%(本系統回算)；風險=★★券商未具名且出自權證專欄 ★無EPS無評價倍數無營收預估無前值 950元無任何推導基礎；★本系統歷史待補項有麥格理新應材確切目標價(僅知8字頭) 本次950為9字頭 與麥格理不同 可能為另一家機構或麥格理已上調 原文無從判斷 需併同追蹤；★獨家供應商為本則最核心假設 但原文未載該客戶名稱 未載獨家合約年限 亦未載是否已有第二供應商認證中 獨家地位一旦鬆動評價前提即改變；業外轉投資收益被列為獲利動能之一 但業外收益品質低於本業 原文未拆分本業與業外貢獻比重；客戶集中度風險未討論 單一晶圓代工客戶N2放量時程直接決定營收曲線；流動性偏低(703張)且當日收在最低價780 量價未配合多方觀點；已做個股摘要 260909_未具名法人_新應材4749.docx；來源ctee 20260909700301-430203 + cmoney 4749
2026-09-09,永豐金證券（★副標具名 ★內文改稱本國投顧/法人未再具名）,內資,上銀(2049),傳動元件／自動化－滾珠螺桿 線性滑軌,維持「買進」（原文明寫維持）,431（★前值未載）,工商時報09/09 03:00見報(modified 07:19 A31權證專欄 副標明列永豐金證券)；論點=(1)8月營收27.08億元(★原文僅給絕對值未載年增率 09/08場次紀錄為月增0.98% 年增42.3%) (2)★研磨級滾珠螺桿能見度長達六個月 預估年底產出可增加20% (3)★交期為定價權先行指標=線軌產品交期已拉長至四～五個月 產能可成長10%-15% (4)傳動元件市場需求熱絡 廠商產能利用率提升 價格調漲 營收獲利將逐季增長 (5)★獲利預估=2026年EPS 10.41元 2027年EPS 13.46元(隱含年增約29%) 以431回算隱含2027PE約32.0倍(本系統回算非原文) (6)產業面=自動化供需格局今年明顯改善 受惠中國財政政策與十五五規劃刺激 及歐洲非車用應用需求大幅回升 (7)★匯率加分=同日「日圓升值 工具機3族群可受惠」稿(20260909700084)點名上銀為日圓升值受惠股；09/08收350(-14.5 -3.98% 開367高367低349★近當日最低 成交2847張/10.14億 來源CMoney)回算+23.1%(本系統回算)；風險=★★EPS預估分歧=09/08場次收錄的美系外資(未具名)估2026/2027 EPS為9.77/11.77元 永豐金為10.41/13.46元 2027年差距達14% 兩家對訂單能見度轉化為獲利的效率假設明顯不同 引用須註明出處；★431元對應本益比基礎與評價年度原文未載 前次目標價與前次報告日期亦未載；★內文未再具名 僅副標掛永豐金證券 權證專欄有發行商利益關係 可信度應打折；交期拉長同時是產能不足訊號 若無法及時擴產訂單可能流向THK NSK等日系競爭者 原文未提供擴產資本支出與時程；中國十五五財政刺激為政策依賴型需求 未做敏感度分析；★量價背離=報告維持買進隱含+23%上檔 但09/08重挫-3.98%並收近當日最低 盤中高低差18元(5.2%)；日圓升值為雙面刃 若Carry Trade平倉引發全球去槓桿 高評價工具機股同樣承壓(同日第一金投顧黃詣庭提示)；已做個股摘要 260909_永豐金證券_上銀2049.docx；來源ctee 20260909700310-430203 + 20260909700084-430201 + cmoney 2049
2026-09-09,★未具名法人（經濟日報權證專欄 原文僅稱法人 文末國泰證券提供係權證發行商非評等出具方）,★未載,日月光投控(3711),半導體封測－先進封裝 CPO PLP,維持「買進」,★原文未載,經濟日報09/09 01:02(udn 9742309 記者崔馨方整理 窗口內)；論點=(1)★產業邏輯=AI晶片效能競爭已由先進製程微縮 延伸至封裝架構 互連頻寬 I/O功耗與整體電源效率 價值往封裝端移轉 (2)加速先進封裝 CPO(共同封裝光學)及PLP(面板級封裝)技術布局 (3)★定位轉變=由傳統封測龍頭轉型為AI/HPC先進封測平台型公司 (4)2026年營運主軸由LEAP先進封測大幅放量帶動 (5)★唯一量化錨點=新產能於2027年陸續放量 LEAP營收占比提升至20.5% (6)Full Process與高階測試業務規模擴大 營業槓桿效應顯現 帶動毛利率 營益率及EPS持續改善；09/08收618(-3 -0.48% 開619高623低608 成交12777張/78.76億 來源CMoney)★無目標價無法計算上檔空間；風險=★★最大缺口為完全沒有目標價 有維持買進評等卻無任何價位錨點 可操作性有限；★券商名稱完全未具名 內外資別亦未載 出自權證專欄(國泰證券為權證發行商)研究深度與利益迴避程度應打折；★無EPS絕對值無營收預估無毛利率數字 全篇僅LEAP營收占比20.5%一個量化數字且指向2027年；毛利率營益率EPS持續改善為定性描述 未給改善幅度或基期；CPO與PLP均為布局階段技術 未載認證進度 客戶名單或量產時程 同期瑞銀對大立光CPO/FAU分析指出光學組件第三代要2028年才實現 同組產業時程風險同樣適用；LEAP占比20.5%意味2027年仍有近八成營收來自傳統封測與測試 成長彈性受既有業務稀釋 原文未討論；★歷史待補項「日月光投控大型投顧目標價」至今未解 本則同樣未提供 缺口延續；09/08收黑-0.48%市場反應平淡；已做個股摘要 260909_未具名法人_日月光投控3711.docx；來源money udn 9742309 + cmoney 3711
2026-09-09,摩根大通（★具名 ★既有紀錄重述）／麥格理（★具名 既有紀錄重述）,外資,南亞(1303),塑化／AI電子材料－PTFE CCL 銅箔 玻纖布,小摩優於大盤（維持）／麥格理優於大盤（★未載新評或維持）,小摩350（前值300 調升 本場次原文再次確認）／麥格理424（★前值未載）,經濟日報09/09 01:02重刊於權證版(udn 9742306 原稿udn 9741821 09/08 16:19)；★兩筆評等均已於先前場次收錄 本場次不重複計列為新增 僅補充；小摩=將2026/2027年稅後純益預測分別上調20%與68% 理由為銅箔及CCL市場供需加速緊繃 近期加工費與價格調漲；市場預期輝達Rubin Ultra NVL576交換器板可能改用PTFE加M9/M10半固化片混合方案 而非純M10 CCL；南亞自2021年起產品目錄即含微波元件用低介電PTFE CCL 過去10年取得玻纖布增強PTFE prepreg/CCL製造 添加低分子量PTFE粉末 多層/細線路板加工等多項專利；麥格理=南亞從傳統化工廠轉型為AI電子材料龍頭 垂直整合為核心競爭優勢 產品組合優化 預估2026-2028年淨利CAGR達38%；09/08收235(+4.5 +1.9%)以小摩350回算+48.9% 以麥格理424回算+80.4%(本系統回算)；風險=兩家目標價落差74元 麥格理未揭露前值與EPS數字 小摩未給EPS絕對值僅給上修幅度 輝達Rubin Ultra採PTFE混合方案仍屬市場預期未經輝達證實 為論點核心不確定性；★不另建摘要；來源money udn 9742306 + 9741821
2026-09-09,多家外資（目標價彙整 ★非當日新報告）,外資,台積電(2330)／鴻海(2317),半導體代工／電子組裝－蘋果供應鏈,內外資法人多給予正向評級（★未載個別評等與變動方向）,台積電=麥格理4200(最高)/花旗3800/里昂3700；鴻海=高盛400與花旗400(最高)/美銀 瑞銀 滙豐等300以上（★全數未載前值與報告日期）,經濟日報09/09 01:05(udn 9742304 記者魏興中 權證版 窗口內)；★係目標價盤點非當日新報告 不計為本場次新增評等；★★部分待補結案=歷史待補項「鴻海美系外資400之機構名」本場次確認為高盛與花旗；★台積電新增麥格理4200為目前紀錄最高 但歷史待補項「台積電3115法人名」仍未解；論點=(1)蘋果首款折疊機iPhone Ultra主晶片為自研A20 Pro 採台積電2奈米製程 (2)iPhone 18 Pro系列同樣搭載A20 Pro 2奈米 效能可望提升10-15% 為看好台積電關鍵因素之一 (3)法人估折疊iPhone 2026/2027年銷量分別達600萬/1400萬支 (4)折疊iPhone可望於2027年成為全球第二大折疊手機品牌 市占率達24% (5)iPhone 18 Pro銷售量2026/2027年可達2.34億/2.26億支 (6)iPhone主要晶片由台積電代工 鴻海組裝；台積電09/08收2470(+10 +0.41%)逆勢上漲 鴻海收小黑；風險=★全部未載前值 未載評等變動方向 未載報告日期 無法判斷哪幾家是本窗口內新出；★iPhone 18 Pro 2027年銷量(2.26億)低於2026年(2.34億) 原文未解釋此衰退；★不另建摘要；來源money udn 9742304
2026-09-09,－(法人／投顧／分析師 無評等或無目標價),－,鴻海(2317)台積電(2330)奇鋐(3017)新日興(3376)／華邦電(2344)／金像電(2368)／中砂(1560)／南亞(1303)晶碩(6491)／大立光(3008)玉晶光(3406)／閎康(3587)宏碁(2353)系微(6231)穎崴(6515),市場－產業與個股背景,無評等或無目標價,無,方向性/背景8則合併 不另建摘要；(1)★凱基投顧具名(ctee 20260909700240 03:00)無評等無TP=折疊iPhone售價估2000-2500美元(其他品牌多為1500-2000)採台積電A20 Pro 2奈米；銷量估2026年600萬支/2027年1400萬支 2027年可望成全球第二大折疊手機品牌市占24%；折痕規格=競品已取得50萬次折疊認證(壽命5年以上) 肉眼不易看出折痕需低於60μm 市場評估折疊iPhone應可達150μm以內；iPhone 18 Pro=A20 Pro 2nm效能提升10-15% 前鏡頭18MP→24MP 5G數據機改用Apple自研C2晶片對iPhone毛利率貢獻約0.4個百分點 Pro Max電池容量+9-10% 因記憶體成本上揚售價估較前代高200美元 有助毛利率維持40%以上 下半年僅推Pro系列初期備貨5000-6000萬支；★第5檔標的內文未點名；(2)華邦電2344(台新證券提供 udn 9742301)=Q2獲利締新猷優於預期 全球DRAM供應商將資源轉向HBM及先進DRAM 壓縮DDR4及成熟製程位元供給 客製化記憶體價格全年維持高檔 NOR Flash全球市占第一 SLC NAND全球第三 AI伺服器/低軌衛星/AI Camera/邊緣AI Gateway/機器人添動能；(3)金像電2368(udn 9742288)=8月營收103.84億(月增3.7% 年增76.4%)連兩月破百億 前八月640.58億(年增71.2%) 下半年台灣產能目標較去年增50% 泰國產能開出後可望年增五至六倍 稼動率滿載；(4)中砂1560(ctee 20260909700307 副標掛兆豐證券但內文僅稱法人)=8月營收8.99億(月增1.44%)單月新高 Q3以來17.85億已達本土投顧預估本季66% 全年營收有望首度挑戰百億 三大觀察重點為能否反映鑽石碟成本增加/晶圓事業部產品組合轉變/半導體PCB設備廠能見度是否延伸到工具機砂輪需求；(5)南亞1303＋晶碩6491(ctee 20260909700304 本土投顧)=南亞7月自結EPS 0.4元回推營益率15.67%略優於預估15.21% 8月營收306.01億創50個月新高(月增0.09% 年增46.75%) 7月電子材料營收占比達57%(★與09/08紀錄59.8%口徑不同 待確認) CCL玻纖稼動率近滿載報價續漲；晶碩8月7.5億(月增0.64% 年增18.88%)估Q4營收22.8億逐季創高；(6)日圓升值受惠族群(ctee 20260909700084 永豐投顧總經理黃柏棠 第一金投顧董事長黃詣庭)=受惠工具機/自動化/被動元件/鋼鐵/自行車/隱形眼鏡 點名上銀 大銀微系統 亞崴 程泰 東台 國巨* 華新科 中鴻 大成鋼；受害為以日圓計價進貨者(光學鏡頭 精密零組件 部分半導體材料與設備代理商)；風險為Carry Trade平倉失控導致全球去槓桿 高評價科技股首當其衝；黃詣庭指日銀若釋出連續升息訊號日圓將朝150靠攏；(7)三本柱配置(ctee 20260909700234 第一金投顧黃詣庭 富邦投顧陳奕光)=金融股兩大動能為資本利得轉化為配息活水＋金融股晉升類AI概念股(銀行對AI供應鏈放款 壽險與證券自營持有大量AI受惠股) 傳產看好貨櫃航運(雙十一拉貨)與低基期生技 ★風險=若長天期美債殖利率突破5%將面臨估值重估與資金抽離；富邦投顧副總陶治瑋專欄(700242)指AI企業資本支出占美國GDP比重仍低於3% 9月FOMC升息機率已升至6成 美國公共債務達40.1兆美元約5-6個月後接近41.1兆舉債上限 預期先進封裝/CPO/測試設備三領域產能吃緊；(8)其他=大立光3008＋玉晶光3406(udn 9742308 僅導言 蘋果新品帶動台系鏡頭廠下半年營運升溫)；新日興3376(udn 9742299 折疊iPhone轉軸出貨動能可望轉強)；閎康3587 8月5.65億(月增0.4% 年增17.8%)連六月創高 前八月41.96億(年增17.6%)；宏碁2353 8月301.8億(月增12.2% 年增38.4%) 雙鴻8月營收月減16%；系微6231入列Arm Total Design for Physical AI首波夥伴 09/08漲停235元鎖死；穎崴6515 8月17.06億(月增6.58% 年增233.37%)連三月新高 前八月98.10億(年增97.88%) 09/08漲停7700元 下一目標半年線約8138元；台指期夜盤(udn 9742393 富邦期貨曹富凱/台新期貨)=聯發科為電子權值重要多頭指標 外資近期重新站回買方 期貨避險與偏空力道收斂 但散戶追多動能已降溫 反而降低短線籌碼凌亂風險 技術面先觀察47000點整數關卡支撐；來源如上
2026-09-09,－(近24小時無新券商觀點),－,萬潤(6187),半導體－封裝自動化設備(自選股),無新評等,無新目標價,自選股本場次(週三早盤 窗口09/08 19:10至09/09 08:10)追蹤；★經ctee /search/萬潤(即時新聞欄已到09/08 19:03 萬潤最新個股稿仍為08/28在手訂單至明年Q2)＋Goodinfo StockAnnounceList(區間08/10-09/09 萬潤相關最新為Anue 08/27 15:24)＋news.cnyes.com/tag/萬潤＋CMoney＋WebSearch交叉查核 無任何新券商評等或目標價；既有紀錄不變=瑞銀1700(08/18) 高盛1550(07/10) 美銀1500(07/27) 高盛1800(04/23) 大摩1580 摩根大通1450 富邦800；★窗口內唯一新增內容(非券商觀點)=鉅亨營收速報〈萬潤(6187)8月營收11.09億元年增率高達103.06%〉發布時間09/08 19:50 落在窗口內 內文8月營收11.09億 年增103.06% 月增5.13% 1-8月累計59.29億 累計年增51.11% 數字與09/08盤後場次已收錄者完全一致 不構成新資訊；該稿另附近5日籌碼=三大法人合計+383張 外資-119 投信+487 自營+15；★★既有經驗修正=「鉅亨營收速報只收資本額≥50億公司 萬潤資本額9.81億結構性不會出現」判定不成立 本場次萬潤確有速報且在窗口內 往後應把news.cnyes.com/tag/萬潤列為固定入口；★行情(09/08 cnyes/Goodinfo/HiStock/wantgoo交叉一致)=收1385(+15 +1.09%) 開1355高1435低1350 振幅6.2% 成交3519張/49.36億 均價1402.65(cnyes一般交易)／含盤後定價為3668張/51.46億 成交筆數7927(Goodinfo StockDetail/HiStock)★兩者皆對 建議固定採cnyes 3519並註記；連3漲+85元/+6.54%；市值1359.98億(cnyes)／1360.94億(wantgoo) PER 70.67-71.02 PBR 15.83；★★本場次補齊全部缺口=外資持股32871張/持股比33.47%(09/07為32554張/33.15% 來源Goodinfo StockDetail 日期標09/08)★註張數增幅317張大於當日外資買超128張 係Goodinfo持股口徑與買賣超口徑本就不同(含轉換/轉讓調整)不換算；融資餘額3464張(+66 前日3398 使用率14.1%) 融券餘額51張(-1 前日52 使用率0.21%) 券資比1.47%(前日1.53%) 資券互抵5張 資券當沖率0.14%；現股當沖2007張 當沖率54.72%(前日1227張/51.26%) 買進28.1億賣出28.2億 當沖損益+281萬 平均盈虧1400.1元；借券賣出202張 還券47張 淨增+155張 借券賣出餘額2724張(前日2569)；三大法人09/08=外資+128 投信+380 自營+32(自買15+避險17) 合計+540張(HiStock chips.aspx表最後一列09/08 並經鉅亨速報近5日籌碼反算驗證)★來源分歧=Goodinfo StockDetail同日給投信+352/合計+512 少28張 三方比對支持HiStock的+380/+540 判定Goodinfo投信欄為異常值；★數據面解讀(非券商觀點)=股價僅+1.09%卻留50元上影線 融資小增66張 當沖率升至54.72% 借券賣出續增155張 籌碼呈現當沖與借券並行 方向未明；投信連4買(09/03起)；★09/09盤前資料=無(窗口08:10結束早於08:30試撮 各站09/09皆無任何報價法人或資券數字)；★入口發現=(1)★★Goodinfo StockDetail.asp?STOCK_ID=6187為本場次最佳單頁 標題明載日期09/08 一頁同時給齊行情＋三大法人＋外資持股張數/持股比＋融資融券＋券資比＋現股當沖 可省3-4次fetch 往後個股補值優先打這頁 (2)Goodinfo StockAnnounceList.asp(帶START_DT/END_DT/STOCK_ID)為新聞＋公告合併時序清單 涵蓋到09/09 比cnyes個股頁可靠很多 (3)HiStock chips.aspx?no=6187&m=mg頁尾時戳09/09 08:14:56 融資券/借券/當沖三張表都已到09/08 本場次靠這頁補齊全部資券欄位 (4)★Goodinfo ShowBuySaleChart本場次只到09/07(頁內目前股價還寫1370) 同站StockDetail已09/08 再次驗證Goodinfo逐頁快取獨立 本場次這頁無用 (5)★cnyes QFII.aspx?code=6187只到09/04 落後2個交易日 為本場次最陳舊入口 建議自清單移除 (6)wantgoo institutional-investors/trend只到09/07 有外資估計持股/持股比重欄位結構最好用但更新慢一天 只適合回補前一日 (7)★HiStock個股概況頁histock.tw/stock/6187同一頁不同區塊快取不同步=三大法人區塊09/08 融資券區塊明寫更新時間09/07 券商分點09/07 籌碼集中度09/04 不可只看頁尾時戳 (8)cnyes個股頁的個股新聞區塊再次渲染成不相干個股(本次全是旭源8421公告) 既有經驗完全成立 只取即時報價欄位；來源goodinfo 6187 StockDetail/StockAnnounceList + histock 6187 chips m=mg + cnyes 6187 + news.cnyes tag 萬潤 + cmoney 6187 + ctee search 萬潤 + wantgoo 6187 + WebSearch
2026-09-09,★未具名（原文全篇僅稱「美系外資」）,外資,勤誠(8210),電子零組件－伺服器機殼／機櫃,維持加碼（原文字「維持加碼評等不等」疑誤植）,1600（維持 前值1600）,工商時報09/09 11:37發布(modified 12:41 ctee 20260909701104-430201)；★本場次窗口09/09 08:10-19:10 週三盤後；論點=(1)8月營收24.57億(月持平 年增41%) (2)本季迄8月營收83.68億(季增7% 年增48%)達該外資Q3預測值59% 相較市場共識87.63億(季增12% 年增55%)則達56% (3)★外資據此認為Q3營收將略低於先前預估 受供應鏈管理短期波折影響 市場短期情緒料維持低迷 (4)惟管理層對下半年樂觀 GPU/ASIC伺服器及通用伺服器需求強勁帶動機箱機櫃訂單 營運仍是股價催化劑 (5)據此維持加碼與1600不變；09/09收916(+9 +0.99% 開907高931低901 成交1442張 來源聚財網today.asp StockKind=23230「台股09日收盤行情表」)回算+74.7%(本系統回算)；風險=★★評等與短期判斷方向不一致 一面維持加碼與1600 一面明言Q3營收將低於預估且市場情緒低迷 原文未說明為何短期下修不影響評價 亦未交代Q3預估是否已調整 為本則最大邏輯缺口；★券商完全未具名無法追蹤歷史調整軌跡；★無EPS無毛利率無評價倍數無前次報告日期 1600推導路徑完全無法驗證；★Q3營收預估絕對金額未載 僅知83.68億達其預估59% 回推約141.8億(本系統回算) 市場共識回推約149.4億 兩者差約5%；★★既有序列對照=1790 1685 1600(08/10記為FactSet共識值) 1450(瑞銀08/19首次覆蓋) 1400(永豐金08/12) 1335 本次1600落在既有區間高端 ★且與08/10記錄之FactSet共識值數字相同 需留意是否為共識值被誤植為單一機構目標價；供應鏈管理短期波折為定性描述 未說明是缺料/良率/客戶拉貨遞延 無法評估持續期間；流動性偏低1442張；已做個股摘要 260909_美系外資_勤誠8210.docx；來源ctee 20260909701104-430201 + wearn today.asp 23230
2026-09-09,★未具名（原文全篇僅稱「投顧法人」「法人」）,★未載（用語慣指內資投顧 惟原文未明示 不逕自歸類）,信驊(5274),半導體－IC設計(BMC伺服器遠端管理晶片),★未載評等文字（動作為調升）,★★原文完全未載數字（標題掛目標價但全文無金額 前值亦未載）,經濟日報09/09 11:04:03發布(modified 11:07:34 udn.com/news/story/7252/9743351)；★窗口內；論點=(1)8月營收16.2億元 已連續十個月改寫單月歷史新高 7、8月合計營收進度超越財測進度 (2)封測廠及載板漲價恐壓縮毛利率 但仍將優於原先預期 (3)★Q4受惠AST2700開始轉換至Eglass 出貨量明顯攀升 加上有機會再度漲價 預估單季營收可望大幅季增約40% 毛利率維持相對高檔 (4)★市占率已達80% 成本可有效轉嫁 (5)AST2700明年出貨比重先估15%~20% (6)AST2800預計2028年中試產 2029年供貨 採6奈米；09/09收18605(-615 -3.20% 開19565高19575低18100 成交424張 來源聚財網today.asp StockKind=23010)★無目標價數字無法計算上檔空間；風險=★★本則最大缺口=標題與內文均稱調高目標價但全文沒有出現任何目標價數字 亦無前值無評等等級無EPS無本益比倍數 方向明確但完全沒有價位錨點 可操作性極低；★券商未具名；★對照既有紀錄2026/08/11曾收錄外資上調信驊今年至2028年獲利預估10%~15% 目標價上看20000元以上(同樣未具名) 本次為投顧法人 兩者是否同一機構 本次調升後數字是否仍在20000以上皆無從判斷 歷史待補項「信驊外資調升目標價之券商名與新舊數字(台新投顧轉述)」延續未解；★★量價背離=調升消息11:04發布 當日股價卻重挫-3.20%收18605 盤中最低18100 收盤接近當日低點 日內振幅1475元(約7.5%) 市場對利多無反應甚至反向；Q4單季營收季增約40%為唯一量化成長預估 但未給營收絕對金額亦未給對應EPS；有機會再度漲價為條件句非既成事實 未載漲價幅度時點或客戶接受度；毛利率風險雙向(封測載板漲價壓縮 vs 維持高檔)原文未量化淨影響；成本轉嫁能力建立在80%市占 未討論客戶自研BMC或第二來源導入之長期風險；AST2800指向2028試產2029供貨 兌現期遠；流動性偏低424張；已做個股摘要 260909_未具名投顧法人_信驊5274.docx；來源udn 9743351 + wearn today.asp 23010
2026-09-09,大和資本證券 Daiwa（★具名 ★★機構歸屬查證更正 非新增評等）,外資,南電(8046),PCB載板－ABF/FC-BGA BT,買進（依09/03外部佐證重申買進 ★09/09 12:31本篇未載評等文字）,2460（前值2444 ★前值來自09/03外部佐證 本篇未載）,"工商時報09/09 12:31(ctee 20260909701018-430201 標題「大摩挺ABF、博通衝擊有限！南電終止連8跌衝漲停 欣興一度重返千元」)；★★★本場次核心事件=南電2460券商歸屬查證更正 本系統09/09早盤場次曾依當日03:00見報稿將2460由大和更正為摩根士丹利 本場次取得三則獨立佐證後判定該次更正錯誤 予以撤回；逐字證據=(1)東森財經09/03 12:31(fnc.ebc.net.tw/fncnews/stock/217471)「大和資本決定重申南電『買進』評等 並將12個月目標價由2,444元微幅調升至2,460元」同篇載2026年EPS微幅下修4%至18.82元 2460係以未來一年預估EPS乘以維持不變的49倍目標本益比計算得出 (2)工商時報09/04 03:00(20260904700073-430201)「大和資本證券力挺指出…將推測合理股價升至2,460元 潛在漲幅超過1.2倍」同篇並列大和EPS模型2026~2028年分別18.82/62.05/114.13元 (3)工商時報09/09 03:00(20260909700076)「摩根士丹利、大和資本證券均看好南電後市 推測合理股價各為2,460元與1,550元」★此句為2460=大摩判定之唯一依據 (4)工商時報09/09 12:31本篇「大和並看好ABF載板朝更大尺寸、更多層數發展 加上BT供需失衡 將成為南電後續成長動能 將目標價上修至2460元」★本篇全文未出現1550 大摩段落亦不含任何目標價數字；★判定=2460歸屬大和資本 三源一致且其中兩源附可驗證推導鏈(前值2444 2026EPS18.82 49倍PE) 而03:00稿僅一句並列句法無推導無前值可交叉檢驗 研判為記者並列順序誤植；★連帶=本系統長期紀錄「南電 大和2460」原本即為正確；★新增待補=摩根士丹利對南電之目標價數字目前無可靠來源；★另註1550在工商時報2026/07/02稿中係花旗環球給南電的價位 與03:00稿把1550掛在大和名下亦不相符 該句整體可信度偏低；本篇大和論點=南電日前法說表示近期原物料漲價壓力趨緩 第四季暫無調漲BT載板價格計畫 但大和認為隨兩大業者持續縮減BT產能 供需缺口仍會擴大 BT載板ASP後續有望重新走高 因此維持2027年價格預期不變 加上ABF朝更大尺寸更多層數發展 將成為南電後續成長動能；同篇大摩觀點(★無目標價)=調查後認定博通新加坡載板產能係2024/3起與Toppan合資的AST 目的在確保FC-BGA供應而非轉自製 對南電欣興既有供應地位衝擊有限 漲價動能則因T-glass供應2027年起緩解而可能趨穩；09/09收1110(+85 +8.29% 盤中一度漲停 終止連8跌 開1075高1125低1065 成交12102張 來源聚財網today.asp StockKind=30021 並經cdata.asp?kind=8046 115/09/09列交叉驗證完全一致)以2460回算+121.6%(本系統回算)；風險=★本篇未載評等文字未載前值未載EPS 所有可驗證數字均來自其他日期稿件 跨稿拼接引用需註明出處；★★同篇兩家外資對同一變數給出相反判斷(大和=BT供需再轉緊ASP再加速上漲 大摩=T-glass 2027緩解漲價趨平)ABF/BT供需能見度低分歧極大；★大和的空方對手是公司自己=南電法說明言Q4暫無調漲計畫 大和等於對公司指引持不同意見 若Q4確實未漲價則2027年價格預期面臨下修風險；兩大業者持續縮減BT產能為供給面推論 未載業者名稱產能數字與時程無法檢驗；49倍PE偏高且係未來一年預估EPS滾動口徑 EPS由2026年18.82跳升至2027年62.05、2028年114.13 成長曲線極陡 目標價對EPS兌現時點高度敏感 且2026年EPS已曾下修4%；產業利空背景延續(欣興洗產地疑雲遭檢調搜索 南亞暫不對BT載板漲價)；09/09股價已大漲8.29%反映此觀點 短線追價風險提高；★因2460數字先前已收錄(09/09早盤 當時歸屬大摩)本場次不重複計為新增評等 僅作機構歸屬更正與論點補充；已做個股摘要 260909_大和資本_南電8046.docx；來源ctee 20260909701018-430201 + 20260909700076-430201 + 20260904700073-430201 + fnc.ebc.net.tw 217471 + wearn today.asp 30021 + cdata 8046"
